SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,CommonName,ScientificName,ReserveStatus,Reference,Mean_Density,HorizontalSecci,Surge,MeanDepth
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0.0283,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0.0117,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"senorita, adult",Oxyjulis californica,Inside,FALSE,0,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2018,2018-05-24,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0,14,25,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.34,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0167,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0.02,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0.0017,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"garibaldi, subadult",Hypsypops rubicundus,Inside,FALSE,0.0083,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0.0183,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"opaleye, adult",Girella nigricans,Inside,FALSE,0.025,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0.01,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0.0033,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"senorita, adult",Oxyjulis californica,Inside,FALSE,0.0067,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0,15,15,29.64
31,AN,Anacapa Island,KH,Keyhole,2019,2019-05-24,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0,15,15,29.64
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.1533,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0.0017,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0033,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"opaleye, adult",Girella nigricans,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"senorita, adult",Oxyjulis californica,Outside,TRUE,0.005,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2005,2005-09-09,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0,14,15,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.0033,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0.01,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0117,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0.0017,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"opaleye, adult",Girella nigricans,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"senorita, adult",Oxyjulis californica,Outside,TRUE,0.0017,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2006,2006-08-22,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0,15.5,10,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.0467,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0017,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0.0017,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"opaleye, adult",Girella nigricans,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0.0033,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"senorita, adult",Oxyjulis californica,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2007,2007-09-14,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0,16.9,9,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.0317,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0.0017,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0067,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0.0017,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"opaleye, adult",Girella nigricans,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0.005,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0.0017,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"senorita, adult",Oxyjulis californica,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2008,2008-06-03,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0,12.5,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0.005,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.3067,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0.0017,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0.0017,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0117,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0.0033,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"opaleye, adult",Girella nigricans,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0.0017,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0.0033,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"senorita, adult",Oxyjulis californica,Outside,TRUE,0.0067,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2009,2009-08-21,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0,10.1,0,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2010,2010-07-16,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0,8.5,20,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2010,2010-07-16,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0,8.5,20,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2010,2010-07-16,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0,8.5,20,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2010,2010-07-16,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0,8.5,20,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2010,2010-07-16,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0,8.5,20,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2010,2010-07-16,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0.1433,8.5,20,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2010,2010-07-16,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0,8.5,20,38.09
32,AN,Anacapa Island,EFC,East Fish Camp,2010,2010-07-16,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0,8.5,20,38.09
